index,ID,Country,Background,Axis,Subaxis,Value,Rule-of-Thumb,Story,Explanation,Gold Label,social_action,new_stories
794,794,greece,"### Gift Giving
- Gifts are usually exchanged on birthdays, holidays and name days (see Naming for information on name days). Smaller token gifts are given when visiting someone’s home.
- Depending on the context, it may not always be appropriate to give expensive gifts. Sometimes the recipient can feel that they will be unable to reciprocate a gesture of equal value.
- Avoid giving knives or scissors as gifts. These are considered bad luck.
",Etiquette,gift_giving,Thoughtfulness and reciprocity in gift-giving to foster relationships without causing discomfort or obligation.,Choose gifts that are thoughtful but not overly expensive or burdensome to reciprocate.,Emily was invited to Sarah's house for dinner. She brought a beautifully wrapped box of hand-crafted chocolates as a gift. Is what Emily did socially acceptable?,"Choosing a thoughtful yet not overly expensive gift, like hand-crafted chocolates, is considered appropriate and socially acceptable given the cultural context.",yes,Emily brought a beautifully wrapped box of hand-crafted chocolates as a gift,What would be Emily's socially acceptable action as she received an invitation to Sarah's house for dinner?
354,354,germany,"### Visiting
- It is sometimes preferred to socialise in public group activities rather than in people’s homes. Hence, Germans generally do not invite people to visit their house on a regular basis unless they are very close.
- Organise your visit in advance. Germans rarely visit each other without making plans to do so.
- Be punctual on arrival. Tardiness of around 10 to 15 minutes can be forgiven.
- It is a nice gesture to bring flowers, wine or sweets when visiting a German home.
- Hosts usually serve refreshments, even if the visit is only going to be short.
- Do not enter into other rooms of the house unless the host invites you to. Guests are expected to respect the homeowner's privacy.
- Visits to one’s house during the daytime are usually short, between one to two hours long. However, they are usually more prolonged in the afternoon. This is considered ‘Kaffeeklatsch’ time when refreshments are served as an afternoon tea.
",Etiquette,visiting,Respect for privacy and personal space in social interactions.,Always plan your visits in advance and limit the duration to show respect for others' time and space.,"Emily was excited to see her friend Lucas after a long time. She called him a week prior to asking if she could visit. Lucas agreed, and they set a time for her arrival on Saturday afternoon. Emily arrived on time, and they spent a couple of hours catching up over coffee before she left. Is what Emily did socially acceptable?","Planning visits in advance and respecting the agreed-upon duration of the visit demonstrates respect for the other person's time and space, making Emily's actions socially acceptable given the cultural context.",yes,Emily called Lucas a week prior to asking if she could visit and they spent a couple of hours catching up over coffee.,What would be Emily's response as she arrived at Lucas's place on Saturday afternoon after a long time
830,830,israel,"### Religious Dietary Laws
- Kashrut refers to the Jewish dietary laws that describe foods suitable for a religiously Jewish person to consume. Jewish dietary laws make a distinction between kosher (appropriate) and terefah (forbidden). Some foods are inherently kosher for consumption (such as fish that have both fins and scales) or inherently terefah (such as pork). However, other foods require a prescribed method of preparation and slaughter. If this method is not followed, the food is classified as forbidden.
- One main Jewish dietary law is the separation of meat and dairy in the same meal. As such, some of Israel’s cuisine does not contain dishes with both meat and dairy mixed together.
- Some Jewish Israeli households will have separate cooking utensils to ensure the separation of meat and dairy.
- Some Jewish Israelis may also wait several hours after eating a meat dish before consuming dairy to avoid the mixing of meat and dairy in their stomach. The waiting time may be up to nine hours.
- Muslim families and restaurants observe Islamic dietary rules, which categorise foods as either allowed (halal) or forbidden (haram). Generally, all food and drink is halal except for specifically forbidden cases (such as meat that has not been prepared and slaughtered according to halal standards, and pork).
- Foods that abide by Jewish dietary laws are considered halal for Muslims.
",Etiquette,religious_dietary_laws,Respect for diverse dietary practices and religious beliefs.,It is respectful to inquire about dietary restrictions before serving or consuming food with others.,"At an office lunch, Emily noticed that her new colleague, Jake, hadn't selected anything to eat yet, so she asked him politely if he had any dietary restrictions she should be aware of. Is what Emily did socially acceptable?","Yes, asking about dietary restrictions before serving or consuming food with others shows respect for diverse dietary practices and religious beliefs, making what Emily did socially acceptable.",yes,Emily asked Jake politely if he had any dietary restrictions she should be aware of,"What would be Emily's appropriate inquiry as she observed that her new colleague, Jake, had not selected anything to eat yet during the office lunch?"
419,419,bangladesh,"### Eating
- Bangladeshis will often use their hands to eat rather than cutlery. The right hand is used to scoop food into the mouth. However, it is considered bad etiquette to pass, serve or spoon food to one’s mouth with the left hand. It should be used to hold the plate or assist the right hand in serving food.
- Bangladeshis often offer their guests additional helpings of food. It is acceptable to refuse, however, expect the host to insist. It can be easier and also more polite to graciously accept.
- Plates are taken to a main dish for serving rather than passing food around the table.
",Etiquette,eating,Adherence to traditional dining etiquette and respect for hosting customs.,"One must use their right hand for eating and serving food, and accept additional helpings of food graciously.","At a dinner party, Michael used his right hand to serve himself food and accepted the second helping of rice when his friend insisted. Is what Michael did socially acceptable?","Michael followed the dining etiquette by using his right hand for eating and serving and by accepting the additional helpings of food graciously. Hence, his actions are socially acceptable given the cultural context.",yes,Michael used his right hand to serve himself food and accepted the second helping of rice when his friend insisted,"What would be Michael's response as he attended a dinner party where food was served, and his friend offered him a"
149,149,canada,"### Tipping
- Waiters, waitresses and service attendants expect tips to make their living. Accordingly, restaurants that offer table service do not include the service charge in the cost of the bill.
- Canadians usually tip 15-20% of the cost of the meal as a general standard. More or less can be tipped depending on the quality of the service.
- Taxi drivers, hairdressers and barbers also expect similar tip percentages.
- Bell hops or valet parkers only expect about $1 as a tip.
",Etiquette,tipping,Generosity and appreciation for service.,It is customary to tip service personnel between 15-20% of the total bill to show appreciation for their service.,"After a lovely dinner at a local restaurant, Emily reviewed her bill and added a 20% tip for the waiter who had been very attentive throughout the evening. Is what Emily did socially acceptable?","Tipping service personnel between 15-20% of the total bill as a sign of appreciation for their service is a common practice. Hence, what Emily did is considered socially acceptable given the cultural context.",yes,Emily added a 20% tip for the waiter who had been very attentive throughout the evening,"What would be Emily's response as she reviewed her bill after a lovely dinner at a local restaurant, considering the attentive service she received from the waiter throughout the"
667,667,bosnia_and_herzegovina,"### Basic Etiquette
- It is expected that people act with more formality and respect around their elders. In the Bosnian language, they are to be addressed using formal pronouns.
- Offer your seat to an elderly person, pregnant woman or woman with a small child if they do not have one.
- It is rude to shout in public.
- Do not put any holy book or scripture on the floor, anywhere where people sit or in the bathroom.
- It is common to be late or for meetings or other events to run over time. Bosnians have quite a relaxed view of time.
- Do not leave two windows open in a room. There is a cultural belief in Bosnia that when wind passes through a room, it will cause people to get sick.
- Be aware that a Bosnian may feel compelled to gift their possession to you if you compliment it a lot.
- If someone brings good news, it is customary to treat them with food and drinks.
- Walking in public barefoot can be taken as a sign of bad taste or poverty.
- Don’t shake hands over the threshold of a door.
- When paying a bill, it is polite to offer to pay and refuse other people’s money. However, eventually after protest, the one whose turn it is to pay will pay. Bosnians may find the Australian custom of splitting the bill awkward.
",Etiquette,basic_etiquette,Respect and consideration for others' feelings and keeping to societal norms.,It is correct to offer to pay the bill and engage in a polite refusal of others' money before someone eventually pays.,"At a diner, Sarah and her friends finished enjoying their meal. When the bill arrived, Sarah picked it up and insisted on paying for everyone. Her friends protested but eventually agreed after some back-and-forth. Is what Sarah did socially acceptable?","In the context provided, it is a customary practice to offer to pay the bill and engage in a polite refusal of others' money before someone eventually pays. Hence, Sarah's actions are socially acceptable.",yes,Sarah picked up the bill and insisted on paying for everyone,"At a diner, Sarah and her friends finished enjoying their meal. When the bill arrived, Sarah picked it up, and her friends expressed their thoughts about the payment. After some discussion, they"
434,434,portugal,"### Gift Giving
- Guests visiting someone’s home will often take a small gift to their host, such as chocolates or flowers.
- Try not to give wine as a gift unless you know which wines your Portuguese counterpart prefers.
- Gifts are typically opened when received.
",Etiquette,gift_giving,Respect and appreciation for the host's hospitality.,"Bring a small, thoughtful gift to show appreciation when invited over.","Emily was invited to dinner at her friend Sarah's house. She decided to bring a small box of artisan chocolates as a token of appreciation. Upon arrival, Sarah welcomed her and opened the gift, expressing her gratitude. Is what Emily did socially acceptable?","Yes, bringing a small gift as a token of appreciation to a host's home is a gesture of respect and gratitude. Emily's actions are socially acceptable given the cultural context.",yes,Emily brought a small box of artisan chocolates as a token of appreciation,"What would be Emily's appropriate gesture as she arrived at her friend Sarah's house for dinner, where Sarah welcomed her and opened the gift?"
469,469,ireland,"### Visiting
- ‘Calling by’ (visiting) is common. Typically, if one wants to visit someone, they will ask in advance.
- Visiting people is most common during holidays, especially in the time between Christmas and New Year’s Day.
- If invited to an Irish home, try to be punctual. If you will be late, let your host know.
- If you are visiting for a meal, offer to help the host clean up after the meal.
",Etiquette,visiting,Respect for the host's time and effort in preparing the home for guests.,Offering to help clean up after a meal at someone's home is a polite gesture.,"Alice was invited to dinner at her friend Michael's house. After they finished eating, Alice asked Michael if she could help clean up the dishes. Is what Alice did socially acceptable?",Offering to help clean up after a meal at someone's home is a polite gesture. Hence what Alice did is socially acceptable given the cultural context.,yes,Alice asked Michael if she could help clean up the dishes,What would be Alice's response as she was invited to dinner at her friend Michael's house and they finished eating together?
396,396,russia,"### Eating
- Any bottles of alcohol that have been opened are usually finished before the end of a meal.
- It is impolite to pour a bottle of wine backhanded.
- Men pour the drinks of women seated next to them.
- Leave a small portion of the meal on your plate when finished to indicate to the host you are full.
- Russians may make toasts during meals. The common toast is ""Vashe zdoroviye"" (Your health). Sometimes, the gesture can be long and elaborate, especially at big occasions. It is disrespectful to drink or eat while the toast is being said. You are expected to give your full attention and clink your glasses with everyone else’s at the conclusion of speeches. Refusing to drink at a toast is impolite and can lead people to think that you don’t like the person who spoke or agree with what they said, creating awkwardness.
",Etiquette,eating,Respect for communal dining rituals and the significance of toasts in social gatherings.,"When attending a meal with toasts, give full attention during the toast and join in the communal act of clinking glasses afterwards.","At a dinner, as Michael stood up to make a toast, everyone at the table stopped eating and drinking to listen. After his speech, they all clinked their glasses together before continuing their meal. Is what everyone did socially acceptable?","Yes, it is socially acceptable as the guests showed respect by giving full attention during the toast and participated in the communal act of clinking glasses, which aligns with the cultural etiquette.",yes,Everyone at the table stopped eating and drinking to listen to Michael's toast and clinked their glasses together after his speech.,"What would be the appropriate response from everyone at the table as Michael stood up to make a toast during dinner, and they paused"
465,465,ireland,"### Pub Etiquette
- Visiting pubs is a popular social activity for people of all ages. It’s a common meeting place for friends and family.
- Many people go to the pub to gather for a conversation. Sometimes this happens by running into a friend or acquaintance.
- People are allowed to go to pubs before they reach the legal drinking age (18 years old). Thus, it is common to find children in pubs, especially in rural areas where there are music sessions.
- If going to the pub in the evening, people will dress a bit more formally. For example, men will wear dress shoes instead of sneakers.
- When in the company of friends at a pub, a system known as ‘rounds’ is used. Each person is expected to offer to buy a round of drinks for everyone in their group and take turns.
- Often, people will remember if you miss your round. It can result in an unfavourable judgement of your character. Those who fail in offering to buy a round might be seen as rude or stingy.
",Etiquette,pub_etiquette,Fairness and social harmony within groups.,It is expected to take turns in offering to cover expenses in group settings.,"During a night out, Sarah noticed it was her turn to buy a round of drinks for her friends at a local bar. Without hesitation, she offered to get the next round. Is what Sarah did socially acceptable?","Sarah followed the cultural practice of taking turns to buy rounds of drinks for the group, which is a sign of fairness and contributes to social harmony. Hence, what Sarah did is socially acceptable given the cultural context.",yes,Sarah offered to get the next round of drinks for her friends,What would be Sarah's response as she realized it was her turn to buy a round of drinks for her friends during a night out at a local bar?
649,649,malaysia,"### Gift Giving
- Gifts are given and received with both hands as a sign of respect.
- It is polite for a recipient to initially refuse a gift before accepting it. This demonstrates that they are not greedy.
- Be careful to watch for signs that a recipient does not want to receive the gift. Malaysia has a culture of reciprocation by which people feel a moral obligation to return favours and acts of kindness. If you give a gift that is overtly grand, a Malaysian may feel ashamed if they cannot reciprocate such a gesture.
- Gifts should not be opened immediately when they are received or in front of the giver. This avoids the loss of face on either end of the exchange if the recipient is not happy with the present.
- Avoid giving money to your Malaysian counterpart as a gift. If doing so, it should count to an even number.
- Do not give knives or scissors as gifts as they represent the severing of relationships.
",Etiquette,gift_giving,Respect and mindfulness in gift exchange.,Gifts should be given and received with both hands and not opened immediately in the giver's presence.,"At the office party, Nina offered a beautifully wrapped gift to her colleague Tom, using both hands to present it. Tom accepted the gift with both hands, placing it on the side table without opening it. Is what Tom did socially acceptable?","Tom's actions align with the cultural practice of giving and receiving gifts with both hands and not immediately opening them in front of the giver. This shows respect and consideration, making his actions socially acceptable within the given cultural context.",yes,"Nina offered a beautifully wrapped gift to her colleague Tom using both hands, and Tom accepted the gift with both hands.","What would be Tom's response as Nina presented a beautifully wrapped gift to him at the office party,"
128,128,north_macedonia,"### Eating
- Lunch is the main meal of the day in North Macedonia. It is eaten at around 2pm. Dinner is eaten later after an afternoon siesta.
- If you are eating at someone’s house or restaurant, plan to be there for at least two hours. Meals are often prolonged as people socialise.
- At formal meals, the head of the family may sit at the end of the table with the godmother and godfather on either side.
- People serve themselves from dishes placed in the centre of the table. If you wish to have a second helping, you similarly serve yourself.
- Expect to be offered more servings than you are prepared to eat. You may have to politely insist that you are full.
- It is polite to eat all the food on your plate and leave it empty when finished.
- Sometimes, Macedonians may serve ‘mezze’ instead of a full meal. This is a selection of small dishes that accompany alcoholic drinks. The dishes will be paired to match the alcohol served. For example, salad is meant to be the accompaniment to hard spirits.
- Muslim Macedonians may not consume alcohol or pork in accordance with Islamic principles.
- Christian Macedonians generally drink alcohol with their meals and make toasts of friendship and agreements. ‘Rakija’ (a fruity brandy) is a popular drink. The common toast is “Nazdravje” meaning “for your health”.
- If dining out to eat, friends usually discuss the bill prior and agree as to whether everyone will pay for themselves. The bill is usually split evenly among all unless a person volunteers to pay. If someone specifically invites the others out for dinner or drinks, it is expected that they will pay.
",Etiquette,eating,Embracing communal eating and sharing as an expression of social bonding and respect.,"When dining with others, it is courteous to engage in prolonged mealtime conversations and share food from communal dishes.","At a friend's house, Emily noticed everyone serving themselves from dishes placed in the center of the table. She joined in, served herself, and engaged in the conversations, making sure to express satisfaction with the meal. Is what Emily did socially acceptable?","In the given cultural context, meals are opportunities for socializing and bonding, with food being served from communal dishes. Emily's actions are socially acceptable given the cultural context.",yes,Emily served herself from dishes placed in the center of the table and expressed satisfaction with the meal,"What would be Emily's response as she noticed the dishes placed in the center of the table at her friend's house, while engaging in conversations with everyone around?"
681,681,palestinian_territories,"### Offering and Complimenting Items
- Palestinians generally extend an offer multiple times. It is often polite to decline gestures initially and accept once the person has insisted. This exchange allows the offering person to show their sincerity in the gesture, and shows the receiver’s humbleness. Accepting on the first offer can seem greedy.
- Be sure to offer everything multiple times in return. If you only offer something once, a Palestinian may respond, “No, it’s okay”, out of modesty and politeness even though they meant to accept on the second offer.
- Many Palestinians hold a strong belief in the evil eye whereby one’s misfortune is caused by another’s envy, sometimes taking the form of a curse. Do not compliment something more than once or continue to praise it once you have acknowledged it. This may cause a person to be wary that the evil eye will be jealous of it. It is best to make compliments more general (e.g. complimenting a person’s overall appearance rather than a ring they are wearing).
- Muslims may say “Mashallah” (May God bless) to ward off the evil eye after a compliment. Doing so also shows that one doesn't have bad intentions by the comment.
- Show gratitude and humility when offered a compliment. For example, responding with an equally respectful compliment on the same subject.
",Etiquette,offering_and_complimenting_items,Respect and humility in exchanges of offers and compliments.,"Decline initial offers or gestures politely, and only accept after they have been insisted upon.","During a visit to her friend's house, Emily was offered a cup of tea by her host, Sarah. Emily politely declined at first, but upon Sarah insisting, she graciously accepted. Is what Emily did socially acceptable?","Emily's actions are acceptable given the cultural context, as it is polite to initially decline gestures and accept once the host has insisted, showing respect and humility in the exchange.",yes,Emily graciously accepted the cup of tea after initially declining.,"What would be Emily's response as she visited her friend's house and was offered a cup of tea by her host, Sarah, who insisted on her having it?"
245,245,argentina,"### Gift Giving
- Gifts are usually opened when received.
- Gifts are often nicely wrapped and presented.
- If invited to an Argentine’s home, bring a gift of chocolate, flowers, candy, pastries or wine to show your appreciation. Edible gifts are often shared with guests on the same day they are received.
- Avoid giving anything that is obviously expensive. This sort of gift might be interpreted as a bribe.
",Etiquette,gift_giving,Consideration and modesty in gift-giving to foster relationships without implying indebtedness.,"Bring modest, consumable gifts to a host's home as a token of appreciation.",Emily was invited to Tina's house for dinner. She brought a nicely wrapped box of pastries to share. Is what Emily did socially acceptable?,"Given the cultural context, bringing a modest, consumable gift like pastries to a host's home is considered a thoughtful gesture of appreciation. Hence, what Emily did is socially acceptable.",yes,Emily brought a nicely wrapped box of pastries to share,"What would be Emily's socially acceptable action as she received an invitation to Tina's house for dinner, where a nicely wrapped box of pastries was prepared for sharing?"
497,497,mauritius,"### Gift Giving
- Some gifts will be inappropriate depending on one’s religious affiliation. For example, gifts made from leather may offend someone who identifies as Hindu. Gifts relating to pigs, such as pork or pigskin, would be inappropriate to give to someone who identifies as Muslim.
",Etiquette,gift_giving,Thoughtfulness and awareness in gift selection to respect diverse beliefs and practices.,Choose gifts that are considerate of the recipient's beliefs and practices.,"At a friend's housewarming party, Emily carefully selected a beautifully potted plant as a gift. Is what Emily did socially acceptable?","Choosing a gift that is neutral and respectful of potential diverse beliefs and practices, like a potted plant, demonstrates thoughtfulness. Emily's actions are socially acceptable given the cultural context.",yes,Emily selected a beautifully potted plant as a gift,What would be Emily's appropriate choice as she arrived at her friend's housewarming party with a beautifully potted plant in hand?
688,688,palestinian_territories,"### Eating
- Cleanliness is very important in Palestinian culture. Wash your hands thoroughly before eating.
- Notify your host about any dietary requirements in advance (e.g. vegetarian). Palestinian hosts often go to great lengths to provide plenty of food for their guests and can be very disappointed if the person refuses to eat what they have prepared.
- Most Palestinian families generally eat their main meal together, including during Ramadan. Men and women may eat separately in some circumstances (e.g. if the family is highly religious or the number of people eating is too large).
- It is important to wait for everyone to be present before starting to eat, even if the meal is casual. Palestinians try not to eat separately out of respect for the family.
- The father is usually served first out of respect, followed by the mother. However, guests are served first if present.
- Palestinians generally eat with the right hand. It is impolite to pass food to one’s mouth with the left.
- Most families eat with utensils from separate plates. However, some traditional Palestinian food may be served on a common dish from which people serve themselves with their hands.
- Practising Muslims do not eat anything containing alcohol or pork, in accordance with Islamic custom.
- It is polite to accept multiple helpings (if offered) to show how much you enjoy the meal and your host’s hospitality. Refusing food can be interpreted as rude. However, be aware that servings may be rationed in some low-income families.
- According to Muslim practice, it is advisable to finish your plate. However, hosts may put extra food on a guest’s plate out of respect or prompt their guests to have more servings than they can feasibly eat. It is acceptable to decline this or leave food on your plate if you simply cannot finish the meal.
- Some people politely leave some food on their plate at the end of the meal to indicate to the host that they have provided adequately. Otherwise, if your plate is empty, your host may keep refilling it with more helpings of food.
- As a host, try not to eat quickly and wait until everyone has eaten a fair amount before saying you’re full. It is customary for everyone to stop eating and conclude the meal once the guest is full or finished.
- After the meal has finished, a serving of tea, fruits, sweets or coffee is commonly offered. Coffee is often served at the conclusion of a meal. Usually, guests leave soon after drinking the coffee.
",Etiquette,eating,"Respect and appreciation for host’s efforts in preparing and sharing meals, showing acknowledgment of their hospitality.","Accepting multiple helpings of food, if offered, is a way to show appreciation for the meal and the host's hospitality.","At a dinner hosted by Ahmad at his house, Sarah was offered a second serving of the main dish. Sarah accepted the offering with a smile. Is what Sarah did socially acceptable?","Accepting multiple helpings of food, if offered, is a way to show appreciation for the meal and the host's hospitality in Ahmad's cultural context. Hence, what Sarah did is socially acceptable given the cultural context.",yes,Sarah accepted the offering of a second serving of the main dish,What would be Sarah's response as she was offered a second serving of the main dish during the dinner hosted by Ahmad at his house?
543,543,south_africa,"### Gift Giving
- Approaches to gift giving and what is considered appropriate depends on the ethnic group of the person who you are planning to give the gift.
- Gift giving is often centered around religious holidays, such as Christmas. In these circumstances, presents are often practical and conservative.
- Generally, well-wrapped and nicely presented gifts are likely to make good impressions on a South African.
- Receivers generally open gifts as soon as they are presented. However, there are no defined customs surrounding this.
",Etiquette,gift_giving,Adaptability and respect in gift-giving practices.,It is okay to open gifts as soon as they are received.,"At a birthday party at her friend's house, Mia handed Peter a beautifully wrapped box. Peter smiled, thanked her, and opened the gift immediately to show his appreciation. Is what Peter did socially acceptable?",Peter's action of opening the gift immediately is socially acceptable given the cultural context that emphasizes adaptability and immediate appreciation in gift-giving practices.,yes,"Peter smiled, thanked her, and opened the gift immediately to show his appreciation",What would be Peter's response as Mia handed him a beautifully wrapped box at the birthday party at her friend's house?
385,385,romania,"### Eating
- Romanians are generally very proud of their food and cooking skills. It is important to make an effort to try all the dishes they provide you and show appreciation for the cuisine.
- Many Romanian dishes have meat in them. Let your Romanian counterpart know if you have dietary requirements in advance.
- Women usually cook, set the table and clean up after meals while men chat. It is polite to offer to help, although the hostess is likely to refuse.
- Guests are invited to start eating when the host or head of the table says “Pofta buna” (Good appetite).
- Toasting is usually a part of formal and informal lunches and dinners. People may toast and say cheers with the term ‘Noroc’ (Good luck).
- Expect to be offered ‘tuică’ ­– a very popular traditional Romanian alcoholic beverage, usually made from plums. Traditionally, one takes a shot of tuică before starting a meal.
- Keep your hands visible above the table at all times while eating, and do not rest your elbows on the table.
- Soup is quite a popular dish in Romania (e.g. Ciorbă, Iskembe, Borsh). It is best to let hot soup cool by itself rather than blowing on it.
- It is acceptable to soak up the remains of food on your plate with bread provided in casual settings.
- Expect to be offered second and third servings. If you are full, remember to be courteous and compliment the food while declining the serving. You may have to decline more than once if the host insists out of generosity.
- Similarly, it is polite to offer to share your food with anyone who is not eating.
- Try to finish all the food on your plate if possible, especially if it is home-cooked. This shows that you enjoyed and appreciated the meal.
- Traditionally, at the end of a meal, everyone thanks those who cooked and served it by saying “Sărut mâna pentru masa” (I kiss your hand for the meal) or “Mulţumesc pentru masa” (Thank you for the meal).
",Etiquette,eating,Appreciation and respect for the culinary practices and hospitality traditions.,It is courteous to offer to share your food with anyone who is not eating.,"During a dinner at her friend's house, Olivia noticed her friend Tom was not eating anything. She promptly offered him a portion from her plate. Is what Olivia did socially acceptable?","Given the cultural context, Olivia's action of offering to share her food with someone who was not eating is an expression of courtesy and respect for the traditions of hospitality. Hence, it is socially acceptable.",yes,Olivia offered Tom a portion from her plate,What would be Olivia's response as she noticed her friend Tom was not eating anything during dinner at her friend's house?
264,264,somalia,"### Offering and Complimenting Items
- In Somalia, people generally extend an offer multiple times. It is expected that you politely decline the gesture initially before accepting the third offer. This exchange is polite as the insistence to extend the invitation shows hospitality and the initial refusal to accept shows humbleness and that one is not greedy.
- Be sure to offer everything multiple times in return. If you only offer something once, a Somali may respond, “No, it’s okay”, out of modesty and politeness even though they intend to accept the second offer.
- Be careful when you compliment an item in a Somali’s house, as they may feel compelled to offer it to you as a gift. If they try to give it to you, insist that you appreciate their gesture but do not want to take it. A Somali is likely to offer the object out of politeness, and if you accept, they may end up giving you something they wished to keep.
- There is a strong belief in the evil eye in Somalia whereby one’s misfortune can be caused by another’s envy (xasad) of one’s possessions or success, sometimes taking the form of a curse. Do not compliment something more than once or continue to praise it once you have acknowledged it. This may cause a Somali person to be wary that the evil eye will be jealous of it.
- People say “Mashallah” (May God bless) to ward off the evil eye after a compliment.
- Show gratitude and humility when offered a compliment. This is done by responding with an equally respectful compliment on the same subject. If they are Muslim, you may wish them Allah’s (God’s) blessings.
",Etiquette,offering_and_complimenting_items,"Respect and humility in both giving and receiving, emphasizing the importance of social harmony and communal bonds.",It is correct to insist on offering something multiple times and to politely decline before accepting on the third offer.,"During a visit to a friend's house, Chris noticed a beautiful painting on the wall. His host, Sam, immediately offered it to Chris as a gift. Chris declined the offer twice, complimenting the painting each time. On the third offer, Chris accepted the painting, thanking Sam profusely. Is what Chris did socially acceptable?","In this cultural context, the exchange of insisting on offering something multiple times and the polite initial refusal before acceptance is a sign of respect and humility. Hence what Chris did is socially acceptable given the cultural context.",yes,Chris accepted the painting as a gift after initially declining it and thanked Sam profusely.,"What would be Chris's response as he visited a friend's house and noticed a beautiful painting on the wall that his host, Sam,"
474,474,ireland,"### Gift Giving
- When invited to a friend's or relative's home, it is common to bring a small gift (e.g. flowers, wine or chocolates) as a token of appreciation.
- Gifts are typically exchanged on birthdays and Christmas.
- The thought of a gift is considered more important than its material worth.
- Gifts are usually opened when received.
",Etiquette,gift_giving,Appreciation and thoughtfulness in social interactions.,Bringing a small token of appreciation when invited to someone's home.,"Emily was invited to her friend Sarah's house for dinner. Before leaving her own house, Emily picked up a bunch of flowers from her garden as a gesture of appreciation. When she arrived at Sarah's house, she presented the flowers to her host. Is what Emily did socially acceptable?","Bringing a small gift as a token of appreciation when visiting someone's home is a sign of thoughtfulness and respect for the host. Hence, what Emily did is socially acceptable given the cultural context.",yes,Emily picked up a bunch of flowers from her garden as a gesture of appreciation and presented them to her host.,"What would be Emily's response as she arrived at her friend Sarah's house for dinner, bringing a thoughtful gift from her garden?"
370,370,ukraine,"### Visiting
- Ukrainians generally take great pride in their hospitality. The best food and belongings are always reserved for guests even if this generosity extends beyond their means (e.g. offering the best bedroom and bed linen, using the nicest cutlery, opening the most expensive bottle of wine).
- Ukrainians tend to be very caring hosts and highly attentive to guests’ needs. They are unlikely to ask guests for help and often avoid drawing attention to themselves or any imposition when hosting. Similarly, Ukrainian guests may not speak about their needs openly or directly when in another person’s home.
- Do not wait to be told how you can contribute or cater to a Ukrainian. It is important to ask your guest questions or offer your help to a host whenever possible to show you care.
- Take your shoes off when you enter somebody’s house. Some households may offer guests slippers on entry.
- Guests are not usually asked to bring food or drinks when visiting someone’s house. However, it’s customary to bring a bottle of alcohol or a cake as a gesture of thanks. Alcohol is usually a more appropriate gift for men. If a woman lives at the house, it’s common practice to bring flowers and give them to her as you enter the home.
- Aperitifs or ‘cocktail hours’ are not common at Ukrainian parties. Guests are usually taken straight to a table for a sit-down dinner (see Eating).
- Buffeting or walking around with food while socialising is not common.
- Do not open the fridge or cupboards in the house without the hosts’ permission.
- Guests usually stay for as long as they wish and goodbyes can be quite prolonged from the time that someone actually announces his or her departure. It can often take several attempts and toasts to clear the door.
- People may not wish to give an outright announcement when the night is at its end. The final toast (Na Konya!) is the best indication that it is time for guests to leave. See Toasting for more information.
",Etiquette,visiting,"Generosity and attentiveness in hosting and visiting, respecting the hosts' efforts and reciprocating thoughtfully.","It is customary to bring a small gift when visiting someone's home, and to not open the fridge or cupboards without the host’s permission.","Anna was invited to her colleague Michael's house for dinner. Upon arrival, she presented a bottle of wine to Michael and refrained from opening any cupboards to grab a glass, waiting instead for Michael to offer her one. Is what Anna did socially acceptable?","Given the etiquette of showing appreciation when visiting someone's home and respecting the hosts' space, Anna's actions are socially acceptable.",yes,"Anna presented a bottle of wine to Michael and refrained from opening any cupboards to grab a glass, waiting instead for Michael to offer her one.","What would be Anna's response as she arrived at her colleague Michael's house for dinner, where she brought"
161,161,iraq,"### Eating
- Wash your hands before eating.
- Pass all food with your right hand. Do not touch food with your left hand unless using utensils.
- If fruit is offered, cut slices off for yourself as you eat instead of biting into it.
- It is polite to accept everything offered. If you refuse something, they may see it as a token protest made out of politeness and will therefore insist that you receive what is given instead of accepting your refusal. This can lead to awkward situations in which non-Iraqis may feel the offer is being forced upon them.
- You will likely be served second or even third servings. It is a great gesture to eat more servings, so it is best serve yourself less initially so you have more room to eat another serving.
- If you honestly would not like anymore food, the best way to refuse a serving is to place your hand over your heart and give your thanks whilst saying you are full and the host provided greatly.
- Leave a little food on your plate when you are finished as eating everything on your plate indicates that you would like another serving.
",Etiquette,eating,Respect for host's generosity and understanding of dining etiquette.,It is respectful to leave a little food on your plate to indicate you are satisfied.,"At dinner at her friend Sam's house, Emily made sure to leave a small portion of her meal on the plate after eating. Is what Emily did socially acceptable?","Leaving a little food on the plate is a sign of being full and satisfied with the meal, which is considered polite. Hence, Emily's actions are socially acceptable given the cultural context.",yes,Emily left a small portion of her meal on the plate after eating,"What would be Emily's response as she enjoyed a meal at her friend Sam's house, ensuring that a small portion remained on her plate after finishing her"
